"game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","ai_action_prev","human_action_prev","pred_a1_level0","pred_a2_level0","pred_a3_level0","pred_a4_level0","pred_a5_level0","pred_a1_level1","pred_a2_level1","pred_a3_level1","pred_a4_level1","pred_a5_level1","pred_a1_level2","pred_a2_level2","pred_a3_level2","pred_a4_level2","pred_a5_level2","ai_action_num","human_action_num","score","block","h_action","a_action","QLS_lik","Bayes_NT_lik","Bayes_Tr_lik"
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",18,"grass",512,"water",1807.31207658836,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,1,"G","W",0.987347059535076,0.653358062519501,0.671077347960692
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",19,"water",350,"fire",2826.59326285462,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,"W","F",0.979981313078887,0.656420101750937,0.672132335118071
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",20,"fire",410,"grass",2169.17930630355,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,1,"F","G",0.983471679156278,0.659021283360435,0.673143726388731
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",21,"grass",3597,"water",2016.23555078088,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,1,"G","W",0.989566840546896,0.661228500414356,0.674113224855862
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",22,"water",489,"fire",2844.01096077958,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,"W","F",0.983471679156278,0.663099678313667,0.67504247608242
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",23,"fire",503,"grass",2102.99550949989,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,1,"F","G",0.984711064579783,0.664684746507405,0.675933069186029
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",24,"grass",237,"water",2562.85522771378,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,1,"G","W",0.990353659816164,0.666026582054291,0.676786537989108
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",25,"water",770,"fire",1561.36481126077,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,"W","F",0.984711064579783,0.667161894142123,0.677604362230798
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",26,"fire",724,"grass",2346.59337145312,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.985187586731437,0.668122033389923,0.678387968828736
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",27,"grass",252,"water",1276.59368769971,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.990655983629791,0.668933719499786,0.679138733179886
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",28,"water",259,"fire",1745.65037874052,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985187586731437,0.669619687042882,0.679857980490771
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",29,"fire",198,"grass",2815.33991793845,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.985376795530699,0.670199252938242,0.680546987128606
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",30,"grass",2187,"fire",507.77245440349,"ai","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,-1,2,"G","F",0.990775994958655,0.670688811298941,0.681206981985654
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",31,"water",2259,"grass",2256.4708175894,"ai","fire","grass",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,-1,2,"W","G",0.333333333333333,0.313306847322379,0.236271002699503
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",32,"fire",7608,"water",1459.31721951971,"ai","grass","water",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,-1,2,"F","W",0.333333333333333,0.294181020971594,0.232886284033051
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",33,"water",8885,"fire",1262.50568866916,"human","water","fire",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.835499038162916,0.533728184415584,0.597299507722478
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",34,"grass",2878,"water",1858.40556228125,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,1,2,"G","W",0.00727354503460146,0.163715001334482,0.155372851433591
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",35,"water",4090,"fire",1707.79272760874,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985376795530699,0.671499250987129,0.682739777644891
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",36,"fire",540,"grass",2116.63005660295,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.874092912758033,0.671786553785687,0.68330716737545
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",37,"grass",607,"water",614.023562287649,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.687936286511921,0.672029090165403,0.683850528183662
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",38,"water",603,"fire",931.251990606479,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985452909930797,0.672233816561911,0.684370852113384
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",39,"fire",1528,"grass",650.841622866035,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.874329281941676,0.672406613893809,0.684869092534299
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",40,"grass",724,"water",2424.84962695395,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.957084546242293,0.672552452255963,0.685346165439614
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",41,"water",3866,"fire",2924.30493329068,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985483691533203,0.67267553085796,0.685802950720758
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",42,"fire",954,"grass",878.42059221905,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.874425110301855,0.672779396791391,0.686240293417068
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",43,"grass",579,"water",2617.78570925141,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.982773478214082,0.672867045732168,0.686659004938988
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",44,"water",43,"fire",2677.80033196327,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985496166760498,0.672941007257299,0.687059864263437
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",45,"fire",115,"grass",1357.75066594064,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.874463986972134,0.673003417078418,0.687443619100357
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",46,"grass",129,"water",1315.48208838286,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.988169298697584,0.673056078164177,0.687810987029706
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",47,"water",377,"fire",2110.03311149283,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985501227154058,0.673100512436395,0.68816265660827
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",48,"fire",811,"grass",2264.23071636131,"human","fire","water",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,2,"F","G",0.874479763177442,0.673138004476494,0.688499288445974
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",49,"grass",726,"water",2365.38521511106,"human","grass","fire",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,2,"G","W",0.989848069590248,0.673169638464859,0.688821516251452
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","fwg",50,"water",711,"fire",929.384514737904,"human","water","grass",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,"W","F",0.985503280555083,0.673196329392196,0.689129947846819
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",1,"one",6368,"two",1655.22672138094,"ai",NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,1,-1,1,"1","2",0.2,0.2,0.2
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",2,"three",6514,"four",1843.2275149371,"ai","two","one",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4,3,-1,1,"3","4",0.2,0.330605815151408,0.159309195239986
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",3,"one",5005,"one",1996.59065545347,"tie","four","three",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,"1","1",0.2,0.224987765554651,0.158519600939799
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",4,"one",2463,"three",2173.22573765962,"tie","one","one",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,"1","3",0.2,0.145943290608777,0.126547238418542
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",5,"one",5185,"five",2630.66161350754,"human","three","one",0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,5,1,1,1,"1","5",0.2,0.289498009790136,0.454318651854454
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",6,"one",5610,"two",2730.67110297934,"ai","five","one",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,-1,1,"1","2",0.2,0.179418918463958,0.1192346378948
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",7,"one",2908,"four",2961.77503806159,"tie","two","one",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,0,1,"1","4",0.228415007532241,0.133739863612053,0.122313968416132
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",8,"one",2933,"one",1348.38004664269,"tie","four","one",0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,"1","1",0.2,0.173334130690726,0.145002646082391
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",9,"four",1928,"four",1269.91847886922,"tie","one","one",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,0,1,"4","4",0.150477080514976,0.393196097616797,0.478681018419745
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",10,"four",2253,"one",1496.3669768419,"tie","four","four",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,"4","1",0.2,0.137755980321679,0.124472248422465
"3fba9bad-b842-47a3-9f07-8a6c8f9620a3","2018-07-16 16:45:35","7QnidGGKs1c6kKJoAAAI","V3gWayHCavIGNknFAAAJ","5acd11da1667e40001d8c73c","Level2",1,100,"The opponent repeated certain patterns and then changed them midway at some point in the first two games. Frankly, after 100 rounds of the first two games, I got so tired that I didn't bother detecting the pattern on the last one for the first half. It was easy to do, but it was tedious at that point. I think that was too many rounds.","numbers",11,"four",2427,"one",721.144522018248,"tie","one","four",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,"4","1",0.2,0.424814197131797,0.492129161974718
